歌曲名,表演者,榜单名
美丽世界的孤儿 (Live),耿斯汉,百度音乐:歌曲TOP500
裸爱(江南style中文版),张可儿,百度音乐:歌曲TOP500
If you want (如果你愿意),J-Min,百度音乐:歌曲TOP500
La Ballade Of Lady &amp; Bird,Lady &amp; Bird,百度音乐:歌曲TOP500
Man From Star (Opening Title),韩国原声带,百度音乐:歌曲TOP500
Song For Evan (Album Version),初音ミク [中日对照],百度音乐:歌曲TOP500
The Only Rose (Album Version),The Radio Dept.,百度音乐:歌曲TOP500
We Wish You A Merry Christmas,Enya,百度音乐:歌曲TOP500
一路向前We Keep On Moving,羽泉,百度音乐:歌曲TOP500
你家门前 (？？ ？ ？),金秀贤,百度音乐:歌曲TOP500
江南Style（Instrumental）,Psy,百度音乐:歌曲TOP500
？？ ？ ？ (你家门前),金秀贤,百度音乐:歌曲TOP500
Do You Want to Build a Snowman,"Kristen Bell,Agatha Lee Monn",百度音乐:歌曲TOP500
Forever Love（声动亚洲）,茜拉,百度音乐:歌曲TOP500
一个人的我依然会微笑,林佳仪,百度音乐:歌曲TOP500
一个像夏天一个像秋天,范玮琪,百度音乐:歌曲TOP500
不要用我的爱来伤害我,韩晶,百度音乐:歌曲TOP500
不让我的眼泪陪我过夜,齐秦,百度音乐:歌曲TOP500
伤心的时候可以听情歌,欢子,百度音乐:歌曲TOP500
你在我心中永远是最美,孙青,百度音乐:歌曲TOP500
你是负心的人 (发行版),张子冉,百度音乐:歌曲TOP500
先生小姐那些事(live版),Mr.Miss,百度音乐:歌曲TOP500
凌晨1点 (？？？？)(1AM),太阳,百度音乐:歌曲TOP500
别再问我什么是迪斯科,张蔷,百度音乐:歌曲TOP500
别说我的眼泪你无所谓,东来东往,百度音乐:歌曲TOP500
包子铺（北京琴书版）,王树才,百度音乐:歌曲TOP500
包子铺（民族女声版）,谈芳兵,百度音乐:歌曲TOP500
包子铺（流行风趣版）,赵世林,百度音乐:歌曲TOP500
叹情歌（男女对唱版）,"高安,司徒兰芳",百度音乐:歌曲TOP500
各自远扬（声动亚洲）,霍尊,百度音乐:歌曲TOP500
听妈妈讲那过去的事情,,百度音乐:歌曲TOP500
和从前一样（抒情版）,黄勇,百度音乐:歌曲TOP500
在心里从此永远有个你,高安,百度音乐:歌曲TOP500
在心里从此永远有个你,"高安,牧羊",百度音乐:歌曲TOP500
在心里从此永远有个你,办桌二人组,百度音乐:歌曲TOP500
多情的人总被无情的伤,六哲,百度音乐:歌曲TOP500
如果没有他你还爱我吗,六哲,百度音乐:歌曲TOP500
姐姐，为什么你不说话,周艳泓,百度音乐:歌曲TOP500
姑娘我铁了心跟着你啦,龙猫组合,百度音乐:歌曲TOP500
我在那一角落患过伤风,冯曦妤,百度音乐:歌曲TOP500
我很丑，可是我很温柔,赵传,百度音乐:歌曲TOP500
我悄悄地蒙上你的眼睛,"高明骏,陈艾湄",百度音乐:歌曲TOP500
我是不是你最疼爱的人,张捷,百度音乐:歌曲TOP500
我是不是你最疼爱的人,萱萱,百度音乐:歌曲TOP500
我是不是你最疼爱的人,葛林,百度音乐:歌曲TOP500
我是不是你最疼爱的人,叶倩文,百度音乐:歌曲TOP500
我是不是你最疼爱的人,李代沫,百度音乐:歌曲TOP500
我是不是你最疼爱的人,潘越云,百度音乐:歌曲TOP500
我是不是该安静的走开,李玲玉,百度音乐:歌曲TOP500
我是不是该安静的走开,郭富城,百度音乐:歌曲TOP500
我的心里只有你没有他,邹宏宇,百度音乐:歌曲TOP500
时间都去哪了 (京剧版),霍尊,百度音乐:歌曲TOP500
时间都去哪儿了(live版),王铮亮,百度音乐:歌曲TOP500
最坏时候遇上最好的你,"阿鲁阿卓,陈键锋",百度音乐:歌曲TOP500
最远的你是我最近的爱,车继铃,百度音乐:歌曲TOP500
此资源来自百度音乐人,GALA,百度音乐:歌曲TOP500
此资源来自百度音乐人,董贞,百度音乐:歌曲TOP500
此资源来自百度音乐人,赵照,百度音乐:歌曲TOP500
此资源来自百度音乐人,小臭臭,百度音乐:歌曲TOP500
此资源来自百度音乐人,朱贝贝,百度音乐:歌曲TOP500
此资源来自百度音乐人,杜雯媞,百度音乐:歌曲TOP500
此资源来自百度音乐人,陈艺鹏,百度音乐:歌曲TOP500
此资源来自百度音乐人,Nasskin澈,百度音乐:歌曲TOP500
此资源来自百度音乐人,Uncle Martin,百度音乐:歌曲TOP500
此资源来自百度音乐人,印能法师,百度音乐:歌曲TOP500
此资源来自百度音乐人,王小熊猫,百度音乐:歌曲TOP500
此资源来自百度音乐人,白天不亮,百度音乐:歌曲TOP500
此资源来自百度音乐人,好妹妹乐队,百度音乐:歌曲TOP500
此资源来自百度音乐人,"杜雯媞,王艺翔",百度音乐:歌曲TOP500
此资源来自百度音乐人,escape plan逃跑计划,百度音乐:歌曲TOP500
每次都想呼喊你的名字,张竣,百度音乐:歌曲TOP500
每次都想呼喊你的名字,张学友,百度音乐:歌曲TOP500
海的对岸有个你(live版),苗小青,百度音乐:歌曲TOP500
漂亮的姑娘就要嫁人啦,龙梅子,百度音乐:歌曲TOP500
漂亮的姑娘就要嫁人啦,"龙梅子,老猫",百度音乐:歌曲TOP500
漂亮的姑娘就要嫁人啦,龙梅子/老猫,百度音乐:歌曲TOP500
漂亮的姑娘就要嫁人啦,"龙梅子					  /    老猫",百度音乐:歌曲TOP500
爱情伤了你爱情害了我,大庆小芳,百度音乐:歌曲TOP500
爱情这杯酒谁喝都得醉,孙露,百度音乐:歌曲TOP500
爱情这杯酒谁喝都得醉,闫旭,百度音乐:歌曲TOP500
给所有知道我名字的人,羽泉,百度音乐:歌曲TOP500
致我们终将逝去的青春,赵英俊,百度音乐:歌曲TOP500
草原上升起不落的太阳,,百度音乐:歌曲TOP500
被伤过的心还可以爱谁,六哲,百度音乐:歌曲TOP500
除了爱我们还能做什么,蓝雨,百度音乐:歌曲TOP500
鸿雁（原唱：呼斯楞）,沙宝亮,百度音乐:歌曲TOP500
？？ ？？ (Midnight Blues),Super Junior,百度音乐:歌曲TOP500
All I Want For Christmas Is You,Mariah Carey,百度音乐:歌曲TOP500
Feel the beat (chinese version),张根硕,百度音乐:歌曲TOP500
不是现在 (？？ ？？？),BEAST,百度音乐:歌曲TOP500
你怎么舍得我难过 (Live),帕尔哈提,百度音乐:歌曲TOP500
垭口2014（feat. Steve Vai）,齐秦,百度音乐:歌曲TOP500
夜空中最亮的星(Remix版),逃跑计划乐队,百度音乐:歌曲TOP500
妙手空空 《十二生肖》,"成龙					  /    周华健					  /    张震岳",百度音乐:歌曲TOP500
"对不起,只是忽然很想你",李宇春,百度音乐:歌曲TOP500
我一个人 (Not Alone)(Inst.),张力尹,百度音乐:歌曲TOP500
最佳幸运 (？？？ ？？),CHEN,百度音乐:歌曲TOP500
最美的问候（小V之歌）,品冠,百度音乐:歌曲TOP500
有多少爱可以重来 (Live),余枫,百度音乐:歌曲TOP500
江南Style（Afrojack Remix）,Psy,百度音乐:歌曲TOP500
隐形的翅膀+有形的翅膀,张韶涵,百度音乐:歌曲TOP500
？ ？？？ (Rum Pum Pum Pum),f(x),百度音乐:歌曲TOP500
？？？ ？？？? (GO Crazy),2PM,百度音乐:歌曲TOP500
Sexy music+冬天里的一把火,"吉克隽逸,刘昊霖",百度音乐:歌曲TOP500
Sexy music+冬天里的一把火,吉克隽逸/刘昊霖,百度音乐:歌曲TOP500
Sexy music+冬天里的一把火,"吉克隽逸					  /    刘昊霖",百度音乐:歌曲TOP500
Stronger (What Doesn'T Kill You),Kelly Clarkson,百度音乐:歌曲TOP500
What Doesn't Kill You (Stronger),Kelly Clarkson,百度音乐:歌曲TOP500
不眠之夜 (？ ？？？ ？),"Crush,？？ (Punch)",百度音乐:歌曲TOP500
不要告别+Time to say goodbye,平安/倪雅丰,百度音乐:歌曲TOP500
不要告别+Time to say goodbye,"平安					  /    倪雅丰",百度音乐:歌曲TOP500
做你心上的人(DJ阿远 Mix),唐古,百度音乐:歌曲TOP500
咬住下唇 ？？？？ ？？,Esna,百度音乐:歌曲TOP500
时间都去哪儿了(现场版),王铮亮,百度音乐:歌曲TOP500
漂亮的姑娘你别怕DJ舞曲,李贵府,百度音乐:歌曲TOP500
要嫁就嫁灰太狼（Dj版）,周艳泓,百度音乐:歌曲TOP500
？？ ？？ ？ (Like tonight),2PM,百度音乐:歌曲TOP500
As Time Goes By（Time Goes By）,张根硕,百度音乐:歌曲TOP500
Making Love Out Of Nothing At All,Air Supply,百度音乐:歌曲TOP500
一个人的寂寞两个人的错,贺一航,百度音乐:歌曲TOP500
亲爱的你怎么不在我身边,江美琪,百度音乐:歌曲TOP500
会受伤的人只有一种可能,六哲,百度音乐:歌曲TOP500
伤心的情歌一夜都唱不完,徐一鸣,百度音乐:歌曲TOP500
但愿人长久（声动亚洲）,"霍尊,韩真真",百度音乐:歌曲TOP500
如果不能好好爱 (心碎版),吴克羣,百度音乐:歌曲TOP500
如果你只是爱上我的冷漠,冷漠,百度音乐:歌曲TOP500
如果我是Dj 你还会爱我吗,王绎龙,百度音乐:歌曲TOP500
当你的秀发拂过我的钢枪,,百度音乐:歌曲TOP500
我只在乎你（声动亚洲）,霍尊,百度音乐:歌曲TOP500
拿出你的情，抓住你的爱,皆大欢喜,百度音乐:歌曲TOP500
有时候男人比女人更脆弱,韩真真,百度音乐:歌曲TOP500
没了你，我把哭当成了笑,陈翔,百度音乐:歌曲TOP500
没有共产党就没有新中国,,百度音乐:歌曲TOP500
没有共产党就没有新中国,合唱,百度音乐:歌曲TOP500
现在你是否已经变了模样,丁亮,百度音乐:歌曲TOP500
给所有知道我的名字的人,赵传,百度音乐:歌曲TOP500
羞答答的玫瑰静悄悄地开,孟庭苇,百度音乐:歌曲TOP500
要死就一定要死在你手里,杨坤,百度音乐:歌曲TOP500
要死就一定要死在你手里,莫西子诗,百度音乐:歌曲TOP500
要死就一定要死在你手里,"莫西子诗,郑钧",百度音乐:歌曲TOP500
铃儿响叮当 - 英文童声版,圣诞歌曲,百度音乐:歌曲TOP500
2014第11周 百度音乐新歌榜,DJ小卷儿,百度音乐:歌曲TOP500
"Baby, Don't Cry (？？？ ？？)",EXO-K,百度音乐:歌曲TOP500
We Can't Stop [radio edit - clean],Miley Cyrus,百度音乐:歌曲TOP500
你这样的女人 (？？ ？？),Boyfriend,百度音乐:歌曲TOP500
咬住下唇 (？？？？ ？？),Esna,百度音乐:歌曲TOP500
我为你歌唱 When It’s Lonely,曲婉婷,百度音乐:歌曲TOP500
红尘情歌 - 对唱版 芦丽红,高安,百度音乐:歌曲TOP500
DJ版漂亮的姑娘就要嫁人啦,"龙梅子,老猫",百度音乐:歌曲TOP500
凌晨两点半 (？？ ？？ ？),JYJ,百度音乐:歌曲TOP500
我们好像在哪见过(剧场版),"杨宗纬,叶蓓",百度音乐:歌曲TOP500
没离开过(I Surrender 中文版),林志炫,百度音乐:歌曲TOP500
为什么相爱的人不能在一起,郑源,百度音乐:歌曲TOP500
我和我的小伙伴们都惊呆了,王麟,百度音乐:歌曲TOP500
没有你的日子我真的好孤单,韩晶,百度音乐:歌曲TOP500
空出来的时间刚好拿来寂寞,张信哲,百度音乐:歌曲TOP500
12？？ ？？(Miracles in December),EXO,百度音乐:歌曲TOP500
Goodbye Summer (f(Amber+Luna+Krystal),"F(x),D.O.",百度音乐:歌曲TOP500
Stronger (What Doesn&#039;T Kill You),Kelly Clarkson,百度音乐:歌曲TOP500
七秒钟的记忆 (feat. 孙羽幽 ),徐良,百度音乐:歌曲TOP500
万物high (feat. 常石磊)(live版),萨顶顶,百度音乐:歌曲TOP500
仲夏夜之蜜 (？？？？？ ？),"San E,Raina",百度音乐:歌曲TOP500
分手再会 (？？？？ ？？？),Davichi,百度音乐:歌曲TOP500
要死一定要死在你手里 (Live),莫西子诗,百度音乐:歌曲TOP500
？？ ？？？？ (Goodbye My Love),Ailee,百度音乐:歌曲TOP500
Set Fire to the rain（声动亚洲）,茜拉,百度音乐:歌曲TOP500
爱那一句话 (？？ ？ ？？？),金泰妍 (少女时代),百度音乐:歌曲TOP500
纸心脏 (？？ ？？)(Paper Heart),f(x),百度音乐:歌曲TOP500
We Are Never Ever Getting Back Together,Taylor Swift,百度音乐:歌曲TOP500
【吃香蕉电台】来自星星的我,"DJ红领巾,DJ歪歪",百度音乐:歌曲TOP500
伤心的人别听慢歌 (贯彻快乐),五月天,百度音乐:歌曲TOP500
当我孤独的时候还可以抱着你,郑源,百度音乐:歌曲TOP500
无与伦比的美丽（声动亚洲）,霍尊,百度音乐:歌曲TOP500
有人常常把爱情比作一种冲动,张之夏,百度音乐:歌曲TOP500
一万个舍不得(DJAlex.x Mix Version),"庄心妍,祁隆",百度音乐:歌曲TOP500
我的老故事 (？？ ？？？？？),IU,百度音乐:歌曲TOP500
十二月的奇迹 (Miracles in December),EXO,百度音乐:歌曲TOP500
我的每天 (？？ ？？)(My Everyday),J-Min,百度音乐:歌曲TOP500
来自星星的你 (？？？ ？ ？？),Younha,百度音乐:歌曲TOP500
矜持(电影《前任攻略》主题曲),姚贝娜,百度音乐:歌曲TOP500
？？？ ？ ？？ (来自星星的你),Younha,百度音乐:歌曲TOP500
我是一只小小鸟（官方完整版）,许艺娜,百度音乐:歌曲TOP500
Can T Get You Out Of My Head (Extended Mix),Kylie Minogue,百度音乐:歌曲TOP500
I Believe I Can Fly+Super Star+三天三夜,中国梦之声,百度音乐:歌曲TOP500
我愿意(霍尊PK祈汉)（声动亚洲）,"霍尊,祈汉",百度音乐:歌曲TOP500
有没有那么一首歌 （华谊群星）,中国音超群星,百度音乐:歌曲TOP500
心语(电视剧《舞乐传奇》主题曲),韩红,百度音乐:歌曲TOP500
来自星星的你（？？？ ？ ？？）,Younha,百度音乐:歌曲TOP500
？？ ？？ ？？（你的所有瞬间）,成诗京,百度音乐:歌曲TOP500
？？？？？ ？？？？(以爱的名义),？(Ken),百度音乐:歌曲TOP500
抱紧我(电视剧《千金归来》片头曲),李沁,百度音乐:歌曲TOP500
"没关系,是爱情啊 (？？？ ？？？？)",Davichi,百度音乐:歌曲TOP500
如果分开我也爱你（白色情人节版）,关喆,百度音乐:歌曲TOP500
让我一次爱个够+征服+哭不出来+存在,"那英,庾澄庆,汪峰,张惠妹",百度音乐:歌曲TOP500
像今天一样的眼泪 (？？ ？？ ？？？),许阁,百度音乐:歌曲TOP500
像今天这样的眼泪 (？？ ？？ ？？？),许阁,百度音乐:歌曲TOP500
恭喜发财歌 - 欢乐过新年 大拜年 唱版,新年歌曲,百度音乐:歌曲TOP500
？？ ？？ ？？？ (像今天这样的眼泪),许阁,百度音乐:歌曲TOP500
你的所有瞬间 (Piano Ver.)？？ ？？ ？？,成诗京,百度音乐:歌曲TOP500
是不是这样的夜晚你才会这样的想起我,张智成,百度音乐:歌曲TOP500
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,百度音乐:歌曲TOP500
Set Fire To the Rain (Live At the Royal Albert Hall),Adele,百度音乐:歌曲TOP500
爱不可及 （电影《触不可及》主题曲）,王菲,百度音乐:歌曲TOP500
纯真年代（电视剧《离婚前规则》主题曲）,爱朵女孩,百度音乐:歌曲TOP500
A Moment Like This（中国梦之声官方指定中文版）,茜拉,百度音乐:歌曲TOP500
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],"Pitbull,Jennifer Lopez,Cláudia Leitte",百度音乐:歌曲TOP500
拥抱的理由(电视剧《因为爱情有多美》主题曲),李泰,百度音乐:歌曲TOP500
当,动力火车,百度音乐:电视金曲
悟,刘德华,百度音乐:电视金曲
飘,沙宝亮,百度音乐:电视金曲
Home,阿兰,百度音乐:电视金曲
Lydia,飞儿乐团,百度音乐:电视金曲
佛说,何晟铭,百度音乐:电视金曲
倒带,蔡依林,百度音乐:电视金曲
偏爱,张芸京,百度音乐:电视金曲
傻子,林宥嘉,百度音乐:电视金曲
光棍,胡歌,百度音乐:电视金曲
再见,张震岳,百度音乐:电视金曲
哥歌,王菀之,百度音乐:电视金曲
唐人,孙子涵,百度音乐:电视金曲
存在,汪峰,百度音乐:电视金曲
对望,林志颖,百度音乐:电视金曲
左边,杨丞琳,百度音乐:电视金曲
希望,陈慧琳,百度音乐:电视金曲
彩虹,周杰伦,百度音乐:电视金曲
心术,张宇,百度音乐:电视金曲
成全,刘若英,百度音乐:电视金曲
承诺,袁姗姗,百度音乐:电视金曲
拥抱,五月天,百度音乐:电视金曲
无泪,袁珊珊,百度音乐:电视金曲
无泪,袁姗姗/韩栋,百度音乐:电视金曲
无泪,袁姗姗    /    韩栋,百度音乐:电视金曲
暗香,沙宝亮,百度音乐:电视金曲
沐阳,王洋,百度音乐:电视金曲
沐阳,演员王洋,百度音乐:电视金曲
沐阳,王洋(演员),百度音乐:电视金曲
流恋,"吴奇隆					  /    严..",百度音乐:电视金曲
滴答,侃侃,百度音乐:电视金曲
画心,张靓颖,百度音乐:电视金曲
离殇,小5,百度音乐:电视金曲
红颜,胡彦斌,百度音乐:电视金曲
经过,何洁/陈楚生,百度音乐:电视金曲
经过,"何洁					  /    陈楚生",百度音乐:电视金曲
落花,林心如,百度音乐:电视金曲
说谎,林宥嘉,百度音乐:电视金曲
遇见,孙燕姿,百度音乐:电视金曲
雨蝶,李翊君,百度音乐:电视金曲
默默,飞轮海,百度音乐:电视金曲
Bad Guy,3OH!3,百度音乐:电视金曲
你懂得,小沈阳/沈..,百度音乐:电视金曲
你懂得,"小沈阳					  /    沈..",百度音乐:电视金曲
凡人歌,李宗盛,百度音乐:电视金曲
半情歌,元若蓝,百度音乐:电视金曲
定风波,张学友,百度音乐:电视金曲
山水缘,汤潮,百度音乐:电视金曲
带我走,杨丞琳,百度音乐:电视金曲
幽兰操,王菲,百度音乐:电视金曲
当年情,张国荣,百度音乐:电视金曲
想太多,李玖哲,百度音乐:电视金曲
我以为,品冠,百度音乐:电视金曲
我可以,蔡旻佑,百度音乐:电视金曲
我爱他,丁当,百度音乐:电视金曲
放开爱,戚薇,百度音乐:电视金曲
无间道,梁朝伟/刘..,百度音乐:电视金曲
无间道,梁朝伟/刘德华,百度音乐:电视金曲
樱桃红,沈春阳,百度音乐:电视金曲
爱转角,罗志祥,百度音乐:电视金曲
牧羊曲,郑绪岚,百度音乐:电视金曲
笑红尘,陈淑桦,百度音乐:电视金曲
累斗累,刘德华,百度音乐:电视金曲
红颜劫,姚贝娜,百度音乐:电视金曲
纪念日,炎亚纶,百度音乐:电视金曲
美人吟,李玲玉,百度音乐:电视金曲
菊花台,周杰伦,百度音乐:电视金曲
菩萨蛮,姚贝娜,百度音乐:电视金曲
蓝莲花,许巍,百度音乐:电视金曲
诀别诗,胡彦斌,百度音乐:电视金曲
那一天,杨坤,百度音乐:电视金曲
那些年,胡夏,百度音乐:电视金曲
锦衣卫,萨顶顶,百度音乐:电视金曲
雪绒花,,百度音乐:电视金曲
霸王命,何润东,百度音乐:电视金曲
失恋Style,丁丁,百度音乐:电视金曲
It Will Rain,Bruno Mars,百度音乐:电视金曲
一吻天荒,胡歌,百度音乐:电视金曲
